# US cities with population >= 5,000.
# Derived from GeoNames cities5000 (https://www.geonames.org/), CC-BY 4.0.
city,state,latitude,longitude,population
Falls Church,VA,38.8823,-77.1711,13892
Metuchen,NJ,40.5432,-74.3632,13886
Olean,NY,42.0776,-78.4297,13870
Oneonta,NY,42.4529,-75.0638,13862
Ephrata,PA,40.1798,-76.1788,13861
Circleville,OH,39.6006,-82.946,13857
Forest City,FL,28.6668,-81.4433,13854
Harper Woods,MI,42.4331,-82.9241,13836
Princeton Meadows,NJ,40.3318,-74.5638,13834
Whitehall,PA,40.3612,-79.9909,13834
Sault Ste. Marie,MI,46.4953,-84.3453,13827
Andrews,TX,32.3187,-102.5457,13816
Hendersonville,NC,35.3187,-82.4609,13814
Wauconda,IL,42.2589,-88.1393,13814
Fort Carson,CO,38.7375,-104.7889,13813
Oak Park,CA,34.1792,-118.7629,13811
Stanford,CA,37.4241,-122.1661,13809
Pottsville,PA,40.6857,-76.1955,13802
Homosassa Springs,FL,28.8036,-82.5759,13791
Ladson,SC,32.9857,-80.1098,13790
Swampscott,MA,42.4709,-70.9176,13787
Auburn,CA,38.8966,-121.0769,13776
Sharonville,OH,39.2681,-84.4133,13774
Elizabethton,TN,36.3487,-82.2107,13772
Clarksburg,MD,39.2387,-77.2794,13766
McMinnville,TN,35.6834,-85.77,13759
Cromwell,CT,41.5951,-72.6454,13750
Buford,GA,34.1207,-84.0044,13748
Wixom,MI,42.5248,-83.5363,13746
West Richland,WA,46.3043,-119.3614,13746
Greenlawn,NY,40.869,-73.3651,13742
Stony Brook,NY,40.9256,-73.1409,13740
Mountain Home,ID,43.133,-115.6912,13730
Waimalu,HI,21.3895,-157.9388,13730
Carpinteria,CA,34.3989,-119.5185,13727
Salida,CA,37.7058,-121.0849,13722
Sienna Plantation,TX,29.4861,-95.508,13721
Seabrook,TX,29.5641,-95.0255,13716
Gardendale,AL,33.6601,-86.8128,13711
Hidalgo,TX,26.1003,-98.2631,13709
Muscle Shoals,AL,34.7448,-87.6675,13706
Buda,TX,30.0852,-97.8403,13705
Mebane,NC,36.096,-79.267,13698
Baker,LA,30.5882,-91.1682,13695
Richton Park,IL,41.4845,-87.7034,13695
Lyndhurst,OH,41.52,-81.4887,13691
Athens,TN,35.4428,-84.593,13688
Fort Campbell North,KY,36.6543,-87.4606,13685
East Greenwich,RI,41.6604,-71.4559,13682
Palos Verdes Estates,CA,33.801,-118.3924,13682
Canton,MS,32.6126,-90.0367,13676
Boerne,TX,29.7947,-98.732,13674
Roselle Park,NJ,40.6645,-74.2643,13670
Fort Mill,SC,35.0074,-80.9451,13662
East Wenatchee,WA,47.4157,-120.2931,13659
Olivehurst,CA,39.0954,-121.5522,13656
Moss Point,MS,30.4116,-88.5345,13654
Bexley,OH,39.9689,-82.9377,13654
Marshall,MN,44.4469,-95.7883,13652
Pell City,AL,33.5862,-86.2861,13646
Martinsville,VA,36.6915,-79.8725,13645
Monroe,GA,33.7948,-83.7132,13641
Copley,OH,41.0989,-81.6446,13641
Cayce,SC,33.9657,-81.074,13619
West Freehold,NJ,40.2421,-74.3013,13613
Miami,OK,36.8745,-94.8775,13611
La Grange Park,IL,41.8347,-87.8617,13608
Port Orchard,WA,47.5404,-122.6363,13607
Millbury,MA,42.194,-71.7601,13606
Hampton Bays,NY,40.869,-72.5176,13603
Grover Beach,CA,35.1216,-120.6213,13600
Bergen Beach,NY,40.6204,-73.9068,13596
East Norriton,PA,40.1504,-75.3364,13590
Lebanon,NH,43.6423,-72.2518,13579
Lewisville,NC,36.0971,-80.4192,13567
Jericho,NY,40.792,-73.5399,13567
Hudson,WI,44.9747,-92.7569,13566
Sharon,PA,41.2331,-80.4934,13562
Verona,NJ,40.8298,-74.2401,13545
Swansea,IL,38.5339,-89.989,13543
Warrensville Heights,OH,41.435,-81.5362,13542
Southern Pines,NC,35.1741,-79.3923,13539
Riverdale,IL,41.6334,-87.6331,13536
Henderson,TX,32.1532,-94.7994,13529
Glenmont,MD,39.0579,-77.0497,13529
North Mankato,MN,44.1733,-94.0339,13529
Hockessin,DE,39.7876,-75.6966,13527
Destin,FL,30.3935,-86.4958,13523
Mount Dora,FL,28.8025,-81.6445,13519
Lynden,WA,48.9465,-122.4521,13517
Naranja,FL,25.5182,-80.4228,13509
Havre de Grace,MD,39.5493,-76.0916,13504
Palmetto Estates,FL,25.6215,-80.362,13498
Washington,PA,40.174,-80.2462,13497
Waxhaw,NC,34.9246,-80.7434,13495
White Center,WA,47.5173,-122.3548,13495
River Ridge,LA,29.9602,-90.2156,13494
Olympia Heights,FL,25.7268,-80.3553,13488
Village of Campton Hills,IL,41.9366,-88.3975,13483
Conway,FL,28.5028,-81.3306,13467
Glenn Dale,MD,38.9876,-76.8205,13466
San Marino,CA,34.1214,-118.1065,13464
Englewood,OH,39.8776,-84.3022,13460
Orangeburg,SC,33.4918,-80.8556,13460
Solana Beach,CA,32.9911,-117.2712,13449
Timberwood Park,TX,29.6944,-98.4974,13447
Lockhart,TX,29.8849,-97.67,13446
Brecksville,OH,41.3198,-81.6268,13440
Cambridgeport,MA,42.3584,-71.1037,13438
Washington Square,PA,39.95,-75.1621,13438
Chesterton,IN,41.6106,-87.0642,13433
Sauk Rapids,MN,45.5919,-94.1661,13424
South Park Township,PA,40.2986,-79.9941,13416
Oatfield,OR,45.4142,-122.6001,13415
Halawa Heights,HI,21.3785,-157.9139,13408
Monroe,OH,39.4403,-84.3622,13393
Kings Park West,VA,38.8144,-77.2958,13390
Nesconset,NY,40.852,-73.154,13387
Las Vegas,NM,35.5939,-105.2239,13386
Grain Valley,MO,39.015,-94.1986,13379
Dunmore,PA,41.4198,-75.6324,13379
Brainerd,MN,46.358,-94.2008,13371
Western Springs,IL,41.8098,-87.9006,13369
Discovery Bay,CA,37.9085,-121.6002,13352
Bedford,IN,38.8612,-86.4872,13347
Bellair-Meadowbrook Terrace,FL,30.1788,-81.7434,13343
Saint James,NY,40.879,-73.1568,13338
Ridge,NY,40.894,-72.8959,13336
New Ulm,MN,44.3125,-94.4605,13327
South Sioux City,NE,42.4739,-96.4136,13319
Warrenville,IL,41.8178,-88.1734,13317
Huron,SD,44.3633,-98.2143,13313
Shorewood,WI,43.0892,-87.8876,13311
Waunakee,WI,43.1919,-89.4557,13311
Beaufort,SC,32.4317,-80.6699,13306
Avenal,CA,36.0041,-120.129,13301
Monticello,MN,45.3055,-93.7941,13299
Riverhead,NY,40.917,-72.662,13299
West Carrollton City,OH,39.6723,-84.2522,13297
Franklin Park,NJ,40.439,-74.5352,13295
Piney Green,NC,34.716,-77.3202,13293
Butler,PA,40.8612,-79.8953,13289
Citrus Ridge,FL,28.3339,-81.6423,13285
Fergus Falls,MN,46.283,-96.0776,13281
Beeville,TX,28.401,-97.7497,13277
California City,CA,35.1258,-117.9859,13277
Gonzalez,FL,30.5816,-87.2914,13273
Vadnais Heights,MN,45.0575,-93.0738,13266
North Adams,MA,42.7009,-73.1087,13263
Palmetto,FL,27.5214,-82.5723,13249
Lake Forest Park,WA,47.7568,-122.281,13243
Spring Lake,NC,35.1679,-78.9728,13234
Mercerville,NJ,40.2371,-74.6865,13230
Colonial Park,PA,40.3006,-76.8097,13229
Glenpool,OK,35.9554,-96.0089,13225
Fruitville,FL,27.3298,-82.4576,13224
Red Hill,SC,33.9996,-79.2581,13223
Red Hill,SC,33.8207,-79.0189,13223
Lindsay,CA,36.203,-119.0882,13217
Calera,AL,33.1029,-86.7536,13213
University Heights,OH,41.4978,-81.5374,13202
Carriere,MS,30.6169,-89.6526,13198
Atlantic Beach,FL,30.3344,-81.3987,13193
Streator,IL,41.1209,-88.8354,13182
Lea Hill,WA,47.3262,-122.1815,13182
Waianae,HI,21.4379,-158.1856,13177
Teays Valley,WV,38.4501,-81.9293,13175
Lone Tree,CO,39.5517,-104.8863,13175
Brandermill,VA,37.4321,-77.6497,13173
Soddy-Daisy,TN,35.2359,-85.1908,13171
Snoqualmie,WA,47.5287,-121.8254,13169
Fostoria,OH,41.157,-83.4169,13167
Oakland,NJ,41.0132,-74.2643,13165
Short Hills,NJ,40.7479,-74.3254,13165
Wayland,MA,42.3626,-71.3615,13155
Raynham,MA,41.9487,-71.0731,13153
Coatesville,PA,39.9832,-75.8238,13148
Clayton,OH,39.8631,-84.3605,13146
McPherson,KS,38.3708,-97.6642,13144
Crowley,LA,30.2141,-92.3746,13144
Harrison,AR,36.2298,-93.1077,13138
Saddle Brook,NJ,40.899,-74.0926,13130
East Cambridge,MA,42.3668,-71.08,13122
Bellefontaine,OH,40.3612,-83.7597,13117
Black Forest,CO,39.013,-104.7008,13116
Ridgefield Park,NJ,40.857,-74.0215,13102
Grovetown,GA,33.4504,-82.1982,13093
Bardstown,KY,37.8092,-85.4669,13091
Windham,NH,42.8006,-71.3042,13091
Worthington,MN,43.62,-95.5964,13090
Florida City,FL,25.4479,-80.4792,13085
Commerce,CA,34.0006,-118.1598,13081
La Grande,OR,45.3246,-118.0877,13074
Saint Marys,PA,41.4278,-78.5609,13070
Stoughton,WI,42.9169,-89.2179,13067
Kingsgate,WA,47.727,-122.1796,13065
Geneva,NY,42.869,-76.9777,13062
Meadville,PA,41.6414,-80.1514,13061
Lockhart,FL,28.6194,-81.4426,13060
Harwich,MA,41.6862,-70.0759,13059
South Charleston,WV,38.3684,-81.6996,13045
Medway,MA,42.1418,-71.3967,13042
Marshall,MO,39.1231,-93.1969,13039
Santa Fe,TX,29.378,-95.1058,13037
Newton,NC,35.6699,-81.2215,13035
North Auburn,CA,38.9313,-121.0819,13022
Tehachapi,CA,35.1322,-118.449,13021
Saint Ann,MO,38.7273,-90.3832,13020
Thonotosassa,FL,28.0614,-82.3023,13014
Endicott,NY,42.0984,-76.0494,13014
Connersville,IN,39.6412,-85.1411,13010
Arrochar,NY,40.5984,-74.0726,13010
Ferndale,WA,48.8465,-122.591,13010
Middleburg,FL,30.0689,-81.8604,13008
Rantoul,IL,40.3084,-88.1559,13008
Greenville,OH,40.1028,-84.633,13006
Saint Simons Island,GA,31.1505,-81.3695,13000
Shadow Hills,CA,34.2619,-118.3517,13000
Woodward,OK,36.4337,-99.3904,12993
Rochester,MI,42.6806,-83.1338,12993
Key Biscayne,FL,25.6937,-80.1628,12990
Mid-Cambridge,MA,42.3721,-71.106,12988
Claremont,NH,43.3767,-72.3468,12984
Superior,CO,39.9528,-105.1686,12980
Auburn,IN,41.367,-85.0589,12979
Saint Augustine,FL,29.8947,-81.3145,12975
Powell,OH,40.1578,-83.0752,12972
Justice,IL,41.7445,-87.8378,12968
Glen Carbon,IL,38.7484,-89.9832,12966
West Monroe,LA,32.5185,-92.1476,12966
Malibu,CA,34.0258,-118.7804,12965
Borger,TX,35.6678,-101.3974,12964
College,AK,64.8569,-147.8028,12964
Shiloh,IL,38.5614,-89.8973,12961
Fort Drum,NY,44.0584,-75.7619,12955
Grass Valley,CA,39.2191,-121.0611,12944
Newington,VA,38.7385,-77.185,12943
Greenwich,CT,41.0265,-73.6285,12942
Lakeland North,WA,47.3334,-122.2769,12942
Kingston,PA,41.2617,-75.8969,12941
Fulton,MO,38.8467,-91.948,12939
El Dorado,KS,37.8172,-96.8623,12931
Wawarsing,NY,41.759,-74.3574,12925
Mounds View,MN,45.105,-93.2086,12914
Herrin,IL,37.8031,-89.0276,12910
Grenada,MS,33.769,-89.8084,12900
Dover,OH,40.5206,-81.474,12899
Hanover,NJ,40.8045,-74.3668,12898
Dardenne Prairie,MO,38.7695,-90.729,12890
Saint Helens,OR,45.864,-122.8065,12883
Forest Hill,TX,32.6721,-97.2692,12881
Weigelstown,PA,39.9837,-76.8225,12875
Dallas,GA,33.9237,-84.8408,12870
Glendale,WI,43.1353,-87.9356,12870
York Beach,ME,43.1715,-70.6089,12854
Holiday City-Berkeley,NJ,39.9638,-74.278,12831
Hot Springs Village,AR,34.672,-92.9988,12807
Fruita,CO,39.1589,-108.729,12795
Kettering,MD,38.8846,-76.8147,12790
Athens,TX,32.2049,-95.8555,12788
New Carrollton,MD,38.9698,-76.88,12786
Port Neches,TX,29.9913,-93.9585,12786
Hamilton Square,NJ,40.2273,-74.6532,12784
Fallsburg,NY,41.732,-74.6013,12773
Charlton,MA,42.1356,-71.9701,12764
Seaside,NY,40.5832,-73.8282,12754
Bedford,OH,41.3931,-81.5365,12747
Andover,KS,37.7139,-97.1364,12745
Finneytown,OH,39.2003,-84.5205,12741
Canton,MD,39.2804,-76.5666,12731
Elk City,OK,35.412,-99.4043,12717
New Kensington,PA,40.5698,-79.7648,12713
Conneaut,OH,41.9476,-80.5542,12712
Derby,CT,41.3207,-73.089,12700
Boone,IA,42.0597,-93.8802,12692
Minden,LA,32.6154,-93.2868,12690
Middle Valley,TN,35.1959,-85.1847,12684
Markham,IL,41.5936,-87.6948,12682
Belle Chasse,LA,29.8549,-89.9906,12679
Riviera Beach,MD,39.1668,-76.508,12677
Pelham,NH,42.7345,-71.3245,12676
Pedley,CA,33.9753,-117.4759,12672
El Sobrante,CA,37.9772,-122.2952,12669
On Top of the World,FL,29.1152,-82.2913,12668
Nanakuli,HI,21.3936,-158.1543,12666
McComb,MS,31.2438,-90.4531,12661
Sylacauga,AL,33.1732,-86.2516,12657
Half Moon Bay,CA,37.4635,-122.4286,12657
Lilburn,GA,33.8901,-84.143,12655
Centralia,IL,38.5251,-89.1334,12655
West Valley,WA,46.5921,-120.6051,12655
San Anselmo,CA,37.9746,-122.5616,12653
Artondale,WA,47.2995,-122.6207,12653
Lincolnwood,IL,42.0045,-87.7301,12646
West Mount Airy,PA,40.0526,-75.198,12635
Panama City Beach,FL,30.1766,-85.8055,12624
Montgomeryville,PA,40.2473,-75.2438,12624
Palolo,HI,21.3128,-157.7804,12620
Joppatowne,MD,39.414,-76.358,12616
Uxbridge,MA,42.0773,-71.6295,12614
Winter Hill,MA,42.3959,-71.0989,12613
Effingham,IL,39.12,-88.5434,12604
Eufaula,AL,31.8913,-85.1455,12596
Channahon,IL,41.4295,-88.2287,12594
Moody,AL,33.5909,-86.4908,12593
Loveland,OH,39.2689,-84.2638,12585
South Daytona,FL,29.1658,-81.0045,12584
Saddlebrooke,AZ,32.5395,-110.9006,12574
Platteville,WI,42.7342,-90.4785,12572
Gaffney,SC,35.0718,-81.6498,12566
Kemp Mill,MD,39.039,-77.0191,12564
Rogers,MN,45.1889,-93.553,12562
Lumberton,NJ,39.9659,-74.8052,12559
Azalea Park,FL,28.5411,-81.3006,12556
Lakeland,TN,35.2306,-89.7404,12553
Rendon,TX,32.5763,-97.2414,12552
Palos Heights,IL,41.6681,-87.7964,12545
Wickliffe,OH,41.6053,-81.4535,12545
Verona,WI,42.9908,-89.5332,12540
Woodhaven,MI,42.1389,-83.2416,12539
Bonita,CA,32.6578,-117.03,12538
Kewanee,IL,41.2456,-89.9248,12533
Woodland Park,NJ,40.8898,-74.1949,12518
Bainbridge,GA,30.9038,-84.5755,12507
Cambridge,MD,38.5632,-76.0788,12507
Bedford,MA,42.4907,-71.2762,12502
Windsor Locks,CT,41.9293,-72.6273,12498
Winnetka,IL,42.1081,-87.7359,12472
New Providence,NJ,40.6984,-74.4015,12469
Green River,WY,41.5286,-109.4663,12465
Grand Terrace,CA,34.0339,-117.3136,12464
Patchogue,NY,40.7657,-73.0151,12463
Cedar Grove,NJ,40.8518,-74.229,12457
Ardmore,PA,40.0068,-75.2855,12455
Paschall,PA,39.9243,-75.2385,12450
Wilmington,OH,39.4453,-83.8285,12449
Ringwood,NJ,41.1134,-74.2454,12448
North Madison,IN,38.7678,-85.3966,12435
Steamboat Springs,CO,40.485,-106.8317,12435
Abbeville,LA,29.9747,-92.1343,12434
Fort Atkinson,WI,42.9289,-88.8371,12426
Lake Arrowhead,CA,34.2483,-117.1892,12424
Irondale,AL,33.5382,-86.7072,12423
Lumberton,TX,30.2658,-94.1996,12421
Larkspur,CA,37.9341,-122.5353,12417
Port Lavaca,TX,28.615,-96.6261,12416
Mount Vernon,VA,38.7141,-77.1008,12416
Brookhaven,MS,31.5791,-90.4407,12414
Fernway,PA,40.6948,-80.1309,12414
Beatrice,NE,40.2681,-96.747,12388
Ottawa,KS,38.6156,-95.2678,12387
Wilton Manors,FL,26.1604,-80.1389,12385
Four Corners,TX,29.6686,-95.6577,12382
Federal Heights,CO,39.8514,-104.9986,12381
Downtown,HI,21.3025,-157.8584,12381
Greenwood,WA,47.6943,-122.3549,12378
Spring Creek,NV,40.7266,-115.5859,12361
New Baltimore,MI,42.6811,-82.7369,12354
Forestville,MD,38.8451,-76.875,12353
Chatham,IL,39.6762,-89.7045,12351
Agate Beach,OR,44.6773,-124.0618,12351
Atco,NJ,39.7698,-74.8874,12350
Mandeville,LA,30.3583,-90.0656,12345
Fernandina Beach,FL,30.6697,-81.4626,12339
Miller Place,NY,40.9598,-72.9962,12339
Escanaba,MI,45.7452,-87.0646,12334
Mountain Home,AR,36.3353,-92.3852,12330
Lake Los Angeles,CA,34.6125,-117.8281,12328
Cleveland,MS,33.744,-90.7248,12327
Portland,TN,36.5817,-86.5164,12323
Gulfport,FL,27.7484,-82.7034,12322
Plover,WI,44.4564,-89.544,12319
Cornelius,OR,45.5198,-123.0598,12317
Broadlands,VA,39.0182,-77.5203,12313
Northlake,IL,41.9173,-87.8956,12312
Big Bear City,CA,34.2611,-116.845,12304
North Castle,NY,41.14,-73.6839,12304
Eatontown,NJ,40.2962,-74.051,12301
Coolidge,AZ,32.9778,-111.5176,12297
Marion,AR,35.2145,-90.1965,12292
Turtle Rock,CA,33.6433,-117.8101,12288
West Plains,MO,36.7281,-91.8524,12285
Plymouth,CT,41.672,-73.0529,12284
Trenton,OH,39.4809,-84.4577,12281
Overlea,MD,39.3634,-76.5205,12275
North Merrick,NY,40.6912,-73.5632,12272
Port Saint John,FL,28.4769,-80.7887,12267
Green Valley,MD,39.3093,-77.2972,12262
Okmulgee,OK,35.6234,-95.9605,12244
South Miami,FL,25.7076,-80.2934,12242
Hasbrouck Heights,NJ,40.8582,-74.0807,12227
Jacksonville,AL,33.8138,-85.7613,12222
Cedarbrook,PA,40.078,-75.1767,12219
Marysville,CA,39.1457,-121.5914,12216
Clarkston,GA,33.8096,-84.2396,12215
Kingston,MA,41.9945,-70.7245,12208
Davidson,NC,35.5023,-80.8391,12207
Winfield,KS,37.2398,-96.9956,12204
Red Bank,NJ,40.3471,-74.0643,12204
Somerville,NJ,40.5743,-74.6099,12202
Kings Point,FL,26.4454,-80.1398,12201
East Hanover,NJ,40.8201,-74.3649,12194
Tucson Estates,AZ,32.1876,-111.0909,12192
Haverstraw,NY,41.1976,-73.9646,12187
Suamico,WI,44.6319,-88.0393,12187
Union Market,DC,38.9086,-76.9982,12186
Timberlake,VA,37.3207,-79.2575,12183
Riverview,MI,42.1742,-83.1794,12181
Choctaw,OK,35.4976,-97.2689,12179
Lake City,FL,30.1897,-82.6393,12161
Babylon,NY,40.6957,-73.3257,12161
Travilah,MD,39.069,-77.263,12159
Blue Ash,OH,39.232,-84.3783,12159
Hudson,FL,28.3645,-82.6934,12158
Neosho,MO,36.869,-94.368,12156
Baraboo,WI,43.4711,-89.7443,12155
Freeport,TX,28.9541,-95.3597,12154
Stony Point,NY,41.2295,-73.9871,12147
Richmond,TX,29.5822,-95.7608,12138
Arkansas City,KS,37.062,-97.0384,12136
Amherst,OH,41.3978,-82.2224,12135
New Kingman-Butler,AZ,35.265,-114.0323,12134
Evanston,WY,41.2683,-110.9632,12133
Speedway,IN,39.8023,-86.2672,12127
Weatherford,OK,35.5262,-98.7076,12126
Port Royal,SC,32.379,-80.6927,12122
Wells Branch,TX,30.446,-97.6795,12120
Luling,LA,29.9322,-90.3665,12119
Mount Sinai,NY,40.947,-73.0296,12118
Brown Deer,WI,43.1633,-87.9645,12102
Salisbury,NY,40.7457,-73.5601,12093
Dunkirk,NY,42.4795,-79.3339,12081
Woodmere,LA,29.858,-90.0803,12080
Washington,IN,38.6592,-87.1728,12078
Cloquet,MN,46.7216,-92.4594,12075
Festus,MO,38.2206,-90.3959,12065
Chelsea,AL,33.3401,-86.6303,12059
Poquoson,VA,37.1224,-76.3458,12059
Irmo,SC,34.086,-81.1831,12056
Lake Station,IN,41.575,-87.2389,12054
Glenn Heights,TX,32.5487,-96.8567,12042
Madison,IN,38.7359,-85.38,12040
Goldenrod,FL,28.6103,-81.2887,12039
Norton,OH,41.0292,-81.6382,12036
Artesia,NM,32.8423,-104.4033,12036
Edgewater,NJ,40.827,-73.9757,12034
Fairfax Station,VA,38.801,-77.3255,12030
Stafford,CT,41.9848,-72.289,12029
Centerton,AR,36.3598,-94.2852,12023
Smithfield,NC,35.5085,-78.3394,12022
Red Oak,TX,32.5176,-96.8044,12022
Los Alamos,NM,35.8881,-106.307,12019
North Palm Beach,FL,26.8176,-80.082,12015
Clawson,MI,42.5334,-83.1463,12015
Salem,OH,40.9009,-80.8568,12003
Cedar Lake,IN,41.3648,-87.4411,12000
Fortuna,CA,40.5982,-124.1573,12000
Glen Rock,NJ,40.9629,-74.1329,11999
Firestone,CO,40.1125,-104.9366,11999
Portales,NM,34.1862,-103.3344,11995
Gladstone,OR,45.3807,-122.5948,11986
La Homa,TX,26.2501,-98.3636,11985
Martinsville,NJ,40.6012,-74.559,11980
Kailua-Kona,HI,19.6402,-155.9991,11975
Waconia,MN,44.8508,-93.7869,11968
Shepherdsville,KY,37.9884,-85.7158,11967
Crestwood,MO,38.557,-90.3818,11966
Youngsville,LA,30.0997,-91.9901,11961
North Wantagh,NY,40.6934,-73.5076,11960
Freehold,NJ,40.2601,-74.2738,11959
Monfort Heights,OH,39.1884,-84.5952,11948
Scotts Valley,CA,37.0511,-122.0147,11945
Holly Hill,FL,29.2436,-81.0376,11943
Leeds,AL,33.5482,-86.5444,11936
Richmond Hill,GA,31.9383,-81.3034,11935
Bogalusa,LA,30.791,-89.8487,11933
Bennsville,MD,38.6093,-77.0122,11923
Dranesville,VA,39.0007,-77.3458,11921
Guymon,OK,36.6828,-101.4815,11921
West Haven,UT,41.203,-112.0511,11921
Bucyrus,OH,40.8084,-82.9755,11916
Kelso,WA,46.1468,-122.9084,11901
Pennsville,NJ,39.6534,-75.5166,11888
Georgetown,DC,38.9048,-77.0625,11887
Maryville,MO,40.3461,-94.8725,11879
Clayton,CA,37.941,-121.9358,11867
California,MD,38.3004,-76.5075,11857
Lakeside,VA,37.6076,-77.4769,11849
Terryville,NY,40.909,-73.0651,11849
Wanaque,NJ,41.0382,-74.294,11848
Cypress Lake,FL,26.5381,-81.8992,11846
Alexandria,MN,45.8852,-95.3775,11843
Westwood Lake,FL,25.7293,-80.3728,11838
Morgan City,LA,29.6994,-91.2068,11835
Florham Park,NJ,40.7879,-74.3882,11835
Kingsburg,CA,36.5138,-119.554,11824
Georgetown,GA,31.9833,-81.2273,11823
Greensburg,IN,39.3373,-85.4836,11819
Cottonwood,AZ,34.7392,-112.0099,11818
Schiller Park,IL,41.9559,-87.8709,11806
Lovington,NM,32.944,-103.3486,11800
Sugarland Run,VA,39.0376,-77.3753,11799
Pontiac,IL,40.8809,-88.6298,11794
Anacostia,DC,38.8665,-76.9839,11789
Bridgeton,MO,38.767,-90.4115,11786
Franklin,OH,39.559,-84.3041,11783
Woodinville,WA,47.7543,-122.1635,11782
Colorado Triangle,DC,38.9561,-77.0333,11780
Red Bank,TN,35.1123,-85.2941,11769
Newport East,RI,41.5158,-71.2875,11769
Snyder,TX,32.7179,-100.9176,11768
Lansing,KS,39.2486,-94.9002,11767
Carroll Park,PA,39.971,-75.2366,11767
Beachwood,OH,41.4645,-81.5087,11762
Lower Burrell,PA,40.5531,-79.7573,11761
Trophy Club,TX,32.9979,-97.1836,11759
Somersworth,NH,43.2617,-70.8653,11759
Landenberg,PA,39.7773,-75.7713,11757
Healdsburg,CA,38.6105,-122.8692,11742
Blackfoot,ID,43.1905,-112.345,11740
South Lyon,MI,42.4606,-83.6516,11722
Douglas,GA,31.5088,-82.8499,11718
Carver,MA,41.8834,-70.7625,11718
Wallington,NJ,40.8532,-74.1137,11716
Ocean Pines,MD,38.3954,-75.1557,11710
Jensen Beach,FL,27.2545,-80.2298,11707
Lahaina,HI,20.8753,-156.6798,11704
Foothill Ranch,CA,33.6864,-117.6609,11698
Emeryville,CA,37.8313,-122.2853,11694
Azle,TX,32.8951,-97.5459,11693
East Bethel,MN,45.3194,-93.2024,11692
West Henrietta,NY,43.0401,-77.6617,11691
Martinsville,IN,39.4278,-86.4283,11690
Seven Hills,OH,41.3953,-81.6762,11690
Macedonia,OH,41.3137,-81.5084,11686
Weston,MA,42.3668,-71.3031,11682
Waipio,HI,21.4182,-157.9991,11674
Magnolia,AR,33.2671,-93.2393,11669
River Edge,NJ,40.9287,-74.0399,11668
Oquirrh,UT,40.6305,-112.0338,11668
Guttenberg,NJ,40.7921,-74.0037,11665
Mexico,MO,39.1698,-91.8829,11660
North Lindenhurst,NY,40.7143,-73.3815,11652
Wyandanch,NY,40.754,-73.3604,11647
Goshen,OH,39.2334,-84.1613,11644
Lexington Park,MD,38.2668,-76.4538,11626
Arlington,TN,35.2962,-89.6615,11625
Ravenna,OH,41.1576,-81.2421,11619
Enumclaw,WA,47.2043,-121.9915,11609
Oskaloosa,IA,41.2964,-92.6444,11607
Verde Village,AZ,34.7105,-112.0115,11605
El Campo,TX,29.1966,-96.2697,11604
Lynnfield,MA,42.539,-71.0481,11596
Cocoa Beach,FL,28.3206,-80.6092,11595
Elizabethtown,PA,40.1529,-76.6028,11586
Mack,OH,39.1581,-84.6497,11585
Robstown,TX,27.7903,-97.6689,11576
Port Washington,WI,43.3872,-87.8756,11576
Lakeland South,WA,47.2784,-122.2833,11574
Home Gardens,CA,33.8781,-117.5209,11570
Villas,FL,26.5504,-81.8687,11569
Upper Montclair,NJ,40.8462,-74.2013,11565
Signal Hill,CA,33.8045,-118.1679,11565
Sun Village,CA,34.5595,-117.9568,11565
Archdale,NC,35.9146,-79.972,11564
Tarrytown,NY,41.0762,-73.8588,11560
Moss Bluff,LA,30.3027,-93.1907,11557
Mountain Park,GA,33.8443,-84.1294,11554
Fulton,NY,43.3229,-76.4172,11552
Garden City,ID,43.6221,-116.2382,11550
Urbana,OH,40.1084,-83.7524,11547
Valley Falls,RI,41.9068,-71.3906,11547
North Bellport,NY,40.7743,-72.9429,11545
Troy,MO,38.9795,-90.9807,11542
Lakeland Village,CA,33.6386,-117.3439,11541
Tomball,TX,30.0972,-95.6161,11540
Greatwood,TX,29.5541,-95.6758,11538
Gladeview,FL,25.8393,-80.2356,11535
Destrehan,LA,29.9432,-90.3534,11535
Cheney,WA,47.4874,-117.5758,11534
West Kensington,PA,39.9865,-75.1391,11532
Richfield,WI,43.2561,-88.194,11530
Groveland,FL,28.5581,-81.8512,11528
Grafton,WI,43.3197,-87.9534,11527
Shady Hills,FL,28.41,-82.5429,11523
Yeadon,PA,39.939,-75.2555,11523
Hobe Sound,FL,27.0595,-80.1364,11521
Byram,MS,32.1793,-90.2454,11509
Claiborne,LA,32.516,-92.1918,11507
Chesapeake Ranch Estates-Drum Point,MD,38.3502,-76.4189,11503
Yulee,FL,30.6319,-81.6065,11491
Excelsior Springs,MO,39.3392,-94.2261,11486
Rehoboth,MA,41.8404,-71.2495,11486
Robinson,TX,31.4677,-97.1147,11484
Cedarburg,WI,43.2967,-87.9876,11482
Gainesville,VA,38.7957,-77.6139,11481
Lewisburg,TN,35.4492,-86.7889,11480
Royse City,TX,32.9751,-96.3325,11465
Prairie Ridge,WA,47.1376,-122.1487,11464
Anna,TX,33.349,-96.5486,11463
Bellmawr,NJ,39.8676,-75.0946,11462
North Saint Paul,MN,45.0125,-92.9919,11460
Hillsborough,CA,37.5741,-122.3794,11451
Los Alamitos,CA,33.8031,-118.0726,11449
